0.0, 509501.1539991939
1.0, 61470.29837209637
2.0, 18883.00095498188
3.0, 18860.847765430015
4.0, 43017.26516262494
5.0, 28962.6271375505
6.0, 37295.23922155013
7.0, 38569.06711027981
8.0, 24400.78778607167
9.0, 29255.41492814672
10.0, 19319.973156890395
11.0, 14468.132657610313
12.0, 24547.509107518366
13.0, 52955.08272612196
14.0, 28402.395059434122
15.0, 18336.793343890455
16.0, 44556.94686563208
17.0, 31740.407929337143
18.0, 29651.262173693314
19.0, 19764.168182037447
20.0, 41491.22098584362
21.0, 39242.70997488378
22.0, 40288.13041133198
23.0, 32881.27293321084
24.0, 45100.48031518724
25.0, 43960.14151019245
26.0, 15132.28821160695
27.0, 43645.804525319945
28.0, 31850.339945055064
29.0, 23935.133362807614
30.0, 15001.932996504724
31.0, 22782.27434459484
32.0, 30725.892709943768
33.0, 24162.774633479014
34.0, 27565.35769541177
35.0, 13185.44564659583
36.0, 17747.35857555785
37.0, 32419.86515033543
38.0, 30349.58760247664
39.0, 14878.1725274562
40.0, 17632.827319497756
41.0, 26652.670706556688
42.0, 41268.43390382296
43.0, 35000.66622314944
44.0, 15118.004599876325
45.0, 32435.180645401637
46.0, 29147.724160445076
47.0, 28111.80897386224
48.0, 32712.283812253932
49.0, 26139.47971221976
50.0, 33717.32433419071
51.0, 41435.83791323115
52.0, 17301.94306233282
53.0, 17576.730601813884
54.0, 25094.628302735568
55.0, 36805.1148779305
56.0, 36282.16273460463
57.0, 44692.301080392856
58.0, 26965.27510920285
59.0, 36513.85206578944
60.0, 40094.8112097568
61.0, 33948.55626803458
62.0, 40391.18257015359
63.0, 41427.208661100245
64.0, 38818.26665796292
65.0, 19597.359129180855
66.0, 33418.99277732511
67.0, 15825.461202398665
68.0, 12186.58623523543
69.0, 11854.632327681762
70.0, 18872.85733362249
71.0, 32640.14523518637
72.0, 42169.79791021173
73.0, 18547.94969015017
74.0, 15041.477909550265
75.0, 23130.06527924169
76.0, 36779.13755214055
77.0, 18203.870327425866
78.0, 49016.865540950836
79.0, 39124.900390114744
80.0, 43584.93989930156
81.0, 39465.03583225331
82.0, 43050.809385245215
83.0, 12089.178419236041
84.0, 14247.94654349926
85.0, 29442.643697748405
86.0, 13768.863408755606
87.0, 16018.563388101185
88.0, 28023.981399500677
89.0, 13108.682898776886
90.0, 10868.452414536154
91.0, 41489.07867327733
92.0, 40561.35584155355
93.0, 17769.38650403876
94.0, 21111.65538059701
95.0, 13538.939543828472
96.0, 23551.667030332243
97.0, 22119.15068981437
98.0, 14983.034647074071
99.0, 24540.584054313676
100.0, 14882.46068745212
101.0, 28066.014241789177
102.0, 36701.37449916574
103.0, 41469.06112741432
104.0, 19309.063240339943
105.0, 26481.869433272313
106.0, 23620.308937216563
107.0, 11459.263941219866
108.0, 11037.936196847224
109.0, 15682.334958365504
110.0, 12917.802455197092
111.0, 23458.219580452358
112.0, 40967.58509382782
113.0, 42122.809700340964
114.0, 47794.6076795826
115.0, 31656.26649899388
116.0, 15706.896827503031
117.0, 31884.521106668722
118.0, 22309.46368091829
119.0, 31167.713237296808
120.0, 25468.54449070731
121.0, 30036.4616462507
122.0, 43699.61817209722
123.0, 36233.831369474094
124.0, 27986.53968189931
125.0, 12387.746393123674
126.0, 32691.79186596281
127.0, 33393.61771949397
128.0, 38226.64807351549
129.0, 31730.435840738213
130.0, 37477.11288822764
131.0, 23882.014269910833
132.0, 19366.278490507804
133.0, 17615.92753404718
134.0, 14142.767917279645
135.0, 26062.114758422344
136.0, 36859.30010850286
137.0, 40085.3558179409
138.0, 42077.527402163025
139.0, 43300.640786617
140.0, 20640.814824126082
141.0, 39618.746881743195
142.0, 10776.95375774287
143.0, 12183.472677685495
144.0, 23790.996281527685
145.0, 14485.141538688515
146.0, 32688.876936786695
147.0, 33955.96076347416
148.0, 29779.953265562148
149.0, 13908.454229646544
150.0, 42118.03684610926
151.0, 28038.50645909378
152.0, 33858.148437071686
153.0, 40798.932555481886
154.0, 32754.894163999863
155.0, 52711.99558065357
156.0, 23210.275064212954
157.0, 32035.94076515842
158.0, 13680.086254537273
159.0, 50563.264857107526
160.0, 37032.504444873906
161.0, 22889.175810949786
162.0, 12327.767820887606
163.0, 31689.671896278527
164.0, 40946.93871022104
165.0, 40597.62291097132
166.0, 15688.94510804901
167.0, 33475.219649876075
168.0, 18736.248502897048
169.0, 35512.936308950186
170.0, 40057.605659248635
171.0, 23216.084526387556
172.0, 27242.03719204977
173.0, 11742.19392988092
174.0, 17791.80215331802
175.0, 32364.945656034775
176.0, 32169.6851986269
177.0, 38070.73465737547
178.0, 39208.74680064984
179.0, 15401.082965871667
180.0, 29428.82782180345
181.0, 11134.894986218256
182.0, 42705.87517716874
183.0, 46476.72279253847
184.0, 40240.611334174
185.0, 21961.25265674093
